"Name","target_state","total_seconds"
"balmy-frog-4310","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1544.873000383377"
"lemon-firebrand-4309","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","983.574000120163"
"dutiful-sunset-4308","sconf_image(""hard/pills.png"")","939.7910006046296"
"azure-dream-4307","sconf_image(""hard/arch.png"")","587.0559980869293"
"denim-smoke-4306","sconf_image(""hard/water.png"")","395.1389973163605"
"jumping-butterfly-4305","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1774.8059985637665"
"smooth-breeze-4304","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","797.6529998779297"
"hopeful-sky-4303","sconf_image(""hard/pills.png"")","1015.960000038147"
"ethereal-snowflake-4302","sconf_image(""hard/arch.png"")","520.8059995174408"
"atomic-night-4301","sconf_image(""hard/water.png"")","313.3690004348755"
"fearless-fire-4300","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1378.027999639511"
"amber-feather-4299","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","838.0809979438782"
"driven-thunder-4298","sconf_image(""hard/pills.png"")","956.0230007171632"
"hardy-meadow-4297","sconf_image(""hard/arch.png"")","491.0039994716644"
"astral-sun-4296","sconf_image(""hard/water.png"")","373.2979984283447"
"sunny-pine-4295","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1698.121998310089"
"avid-lion-4294","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","881.1629965305328"
"usual-eon-4293","sconf_image(""hard/pills.png"")","835.5159990787506"
"mild-durian-4292","sconf_image(""hard/arch.png"")","593.9839985370636"
"woven-glade-4291","sconf_image(""hard/water.png"")","375.1539988517761"
"worthy-cosmos-4290","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1762.513000249863"
"azure-brook-4289","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","771.8370003700256"
"sandy-meadow-4288","sconf_image(""hard/pills.png"")","896.0849990844727"
"toasty-thunder-4287","sconf_image(""hard/arch.png"")","450.0030002593994"
"serene-dust-4286","sconf_image(""hard/water.png"")","487.06200098991394"
"scarlet-snow-4285","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1190.466995716095"
"rare-lake-4284","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","862.860999584198"
"fallen-snowflake-4283","sconf_image(""hard/pills.png"")","826.3130016326904"
"glowing-moon-4282","sconf_image(""hard/arch.png"")","641.5720002651215"
"ethereal-wood-4281","sconf_image(""hard/water.png"")","394.14200091362"
"pleasant-glitter-4280","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1459.3959984779358"
"legendary-wind-4279","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","1051.3579988479614"
"astral-pond-4278","sconf_image(""hard/pills.png"")","898.371997833252"
"valiant-dust-4277","sconf_image(""hard/arch.png"")","558.7150025367737"
"still-brook-4276","sconf_image(""hard/water.png"")","467.64699959754944"
"dazzling-haze-4275","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1605.2979991436005"
"iconic-salad-4274","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","834.074001789093"
"super-microwave-4273","sconf_image(""hard/pills.png"")","760.7599997520447"
"graceful-rain-4272","sconf_image(""hard/arch.png"")","650.9969987869263"
"rose-microwave-4271","sconf_image(""hard/water.png"")","421.0580000877381"
"quiet-feather-4270","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1543.902999162674"
"rose-resonance-4269","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","1011.080997467041"
"silvery-paper-4268","sconf_image(""hard/pills.png"")","1162.409998178482"
"logical-spaceship-4267","sconf_image(""hard/arch.png"")","753.8879978656769"
"devoted-salad-4266","sconf_image(""hard/water.png"")","409.2639994621277"
"sweet-sun-4265","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","1774.7830011844635"
"devoted-bee-4264","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","881.0309994220734"
"colorful-leaf-4263","sconf_image(""hard/pills.png"")","1103.5840003490448"
"lively-dawn-4262","sconf_image(""hard/arch.png"")","697.1709985733032"
"rose-totem-4261","sconf_image(""hard/water.png"")","368.0552251338959"
